852,-1,0,0,0,36,387,-4,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,1,0,0,0,36,387,-4,0,0,0,26
852,-1,0,0,0,36,387,-4,0,0,0,26
852,-1,0,0,0,36,387,-2,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,-4,0,0,0,26
852,0,0,0,0,36,387,-2,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-2,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,-5,0,0,0,26
852,-1,0,0,0,36,387,-5,0,0,0,26
852,-1,0,0,0,36,387,-4,0,0,0,26
852,0,0,0,0,36,387,-2,0,0,0,26
852,-1,0,0,0,36,387,-4,0,0,0,26
852,-1,0,0,0,36,387,-5,0,0,0,26
852,0,0,0,0,36,387,-6,0,0,0,26
852,-1,0,0,0,36,387,-5,0,0,0,26
852,-1,0,0,0,36,387,-7,0,0,0,26
852,-1,0,0,0,36,387,1,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-2,0,0,0,26
852,0,0,0,0,36,387,-4,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-2,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-4,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,-5,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-5,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,1,0,0,0,36,387,4,0,0,0,26
852,0,0,0,0,36,387,3,0,0,0,26
852,-1,0,0,0,36,387,0,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,1,0,0,0,36,387,-4,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,0,0,0,0,26
852,-1,0,0,0,36,387,-4,0,0,0,26
852,-1,0,0,0,36,387,-4,0,0,0,26
852,-1,0,0,0,36,387,-4,0,0,0,26
852,0,0,0,0,36,387,-6,0,0,0,26
852,0,0,0,0,36,387,-5,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,2,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,4,0,0,0,26
852,-1,0,0,0,36,387,-6,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,-1,0,0,0,36,387,-5,0,0,0,26
852,-1,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,-2,0,0,0,26
852,0,0,0,0,36,387,-5,0,0,0,26
852,0,0,0,0,36,387,-4,0,0,0,26
852,-1,0,0,0,36,387,-7,0,0,0,26
852,0,0,0,0,36,387,-4,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,0,36,387,-2,0,0,0,26
852,-1,0,0,0,36,387,-2,0,0,0,26
852,0,0,0,0,36,387,-3,0,0,0,26
852,0,0,0,53,36,387,-3,0,0,0,26
852,0,0,250,102,36,387,-3,0,-21,0,26
1139,304,64,250,147,36,388,-21,-34,-21,0,26
1261,256,450,250,187,36,388,-22,0,-21,0,26
1264,257,430,250,224,36,387,-22,0,-20,0,26
1675,249,641,250,257,36,387,-21,0,-21,0,26
1939,255,759,250,288,36,387,-24,0,-21,0,26
2251,253,849,250,315,36,387,-26,0,-21,0,26
2589,246,947,250,340,36,387,-25,0,-21,0,26
2969,244,1135,250,363,36,387,-26,0,-21,0,26
3399,247,1238,250,384,36,387,-24,0,-21,0,26
3866,249,1334,250,403,36,387,-27,0,-21,0,26
4388,239,1553,250,421,36,387,-27,0,-21,0,26
4954,239,1619,250,437,36,387,-25,0,-21,0,26
5565,251,1751,242,452,36,387,-18,0,-21,0,26
6226,241,1864,168,465,36,387,-25,0,-21,0,26
6901,167,1958,98,478,36,387,-23,0,-21,0,26
7547,102,1789,42,489,36,386,-25,0,-20,0,26
8130,42,1424,1,500,36,386,-22,0,-21,0,26
8569,9,985,8,510,36,386,-23,0,-21,0,26
8906,19,832,9,519,36,385,-24,0,-20,0,26
9160,11,572,15,527,36,385,-23,0,-21,0,26
9317,24,254,37,535,36,385,-24,0,-21,0,26
9377,47,32,70,542,36,385,-26,0,-21,0,26
9400,79,47,98,549,36,385,-23,0,-21,0,26
9369,109,-223,131,556,36,385,-25,0,-21,0,26
9303,133,-170,163,562,36,385,-23,0,-21,0,26
9277,163,-68,167,568,36,386,-25,0,-21,0,26
9279,166,46,176,573,36,386,-18,0,-21,0,26
9322,176,162,170,579,36,386,-18,0,-21,0,26
9401,174,242,160,583,36,386,-23,0,-21,0,26
9501,160,322,150,588,36,386,-24,0,-21,0,26
9626,147,406,141,593,36,386,-23,0,-21,0,26
9628,145,400,184,597,36,386,-24,0,-21,0,26
9918,137,470,73,602,36,386,-24,0,-21,0,26
10048,68,403,114,606,36,385,-24,0,-20,0,26
10178,112,329,105,610,36,385,-23,0,-21,0,26
10289,111,260,102,615,36,385,-25,0,-21,0,26
10387,102,252,107,619,36,385,-25,0,-21,0,26
10476,106,197,105,623,36,385,-26,0,-21,0,26
10548,101,172,107,627,36,385,-26,0,-21,0,26
10628,105,200,108,631,36,385,-24,0,-21,0,26
10703,110,188,106,635,36,385,-23,0,-21,0,26
10767,102,206,115,639,36,385,-19,0,-21,0,26
10827,118,170,115,643,36,385,-25,0,-21,0,26
10887,116,153,115,647,36,385,-26,0,-21,0,26
10957,113,200,116,651,36,385,-24,0,-21,0,26
10959,112,199,142,655,36,385,-22,0,-21,0,26
11119,114,265,90,660,36,385,-23,0,-21,0,26
11204,94,218,107,660,36,385,-22,0,-21,-10,26
11286,110,190,84,660,36,385,-24,0,-80,-23,26
11352,89,116,74,659,36,300,-70,-495,-80,-38,26
11376,78,24,75,658,36,-28,-71,-1275,-23,-54,26
