-0.09766507,-0.18699488,0.10018382,-0.23985184,-0.02725545,-0.00589067
-0.09962413,-0.18239566,0.105021,-0.2399658,-0.02680807,-0.00608202
-0.10044212,-0.17863514,0.09884605,-0.23319237,-0.02623842,-0.00561897
-0.10106939,-0.17578393,0.09911555,-0.22577266,-0.02580767,-0.00532394
-0.09679635,-0.1719914,0.10016552,-0.23388314,-0.02512283,-0.00582105
-0.09251333,-0.16666428,0.09688679,-0.23753609,-0.02427613,-0.00577909
-0.08447171,-0.16278899,0.09467971,-0.23759927,-0.02330657,-0.0058629
-0.07848164,-0.15858844,0.09091608,-0.2419651,-0.02252659,-0.00593144
-0.06752215,-0.15527673,0.09287739,-0.21680308,-0.02095344,-0.00515608
-0.06442959,-0.15241939,0.08916778,-0.22040961,-0.02055303,-0.00512937
-0.0621122,-0.15112152,0.08911902,-0.22117171,-0.02031681,-0.00516515
-0.05634551,-0.14766239,0.09537931,-0.21105015,-0.0197033,-0.00500511
-0.05401237,-0.14278223,0.09479441,-0.20534495,-0.01893451,-0.00478744
-0.05200797,-0.13858895,0.09370954,-0.20170542,-0.01828602,-0.00463749
-0.05377239,-0.14020783,0.09352,-0.19835761,-0.01841924,-0.00453561
-0.054013,-0.13834654,0.09385132,-0.19780387,-0.01820299,-0.00452734
-0.05523121,-0.13587733,0.09339724,-0.20134037,-0.01782774,-0.00465098
-0.05951457,-0.13821449,0.09200081,-0.19501094,-0.01821984,-0.00443297
-0.06451032,-0.14087737,0.08669174,-0.19590331,-0.01872216,-0.00440518
-0.06546217,-0.14182578,0.08042078,-0.19165418,-0.01872219,-0.00407579
-0.06111658,-0.13649112,0.06617708,-0.20485001,-0.01773419,-0.00439486
-0.05687033,-0.13357995,0.05535038,-0.23168662,-0.0175576,-0.00523697
-0.05295745,-0.13184599,0.06219118,-0.22814713,-0.01748733,-0.0051052
-0.03710519,-0.12101615,-0.00399685,-0.30588756,-0.01605484,-0.00806653
-0.01275202,-0.10180271,0.05403044,-0.11629234,-0.00978113,-0.00178146
-0.00058024,-0.09686529,0.05067167,-0.12947612,-0.00972203,-0.00198348
0.01293466,-0.08930801,0.05053218,-0.10896671,-0.00852066,-0.00162753
0.0274839,-0.08294987,0.06535762,-0.08222157,-0.00833256,-0.00130139
0.03595948,-0.07917453,0.06927664,-0.07057254,-0.00814571,-0.00120169
0.04416754,-0.07603645,0.06483362,-0.08002582,-0.00831561,-0.00128885
0.05314314,-0.07277665,0.05769268,-0.09610827,-0.00865082,-0.00147095
0.06022812,-0.06991471,0.07089276,-0.06542646,-0.00852491,-0.00117647
0.06567961,-0.06818878,0.06923041,-0.06906265,-0.00875343,-0.00120579
0.06862212,-0.06722817,0.07625059,-0.05345175,-0.00873274,-0.00111839
0.07232266,-0.06607567,0.07326804,-0.06009529,-0.0089548,-0.00115162
0.07764522,-0.06447821,0.06779101,-0.07229976,-0.00931622,-0.00123568
0.08350136,-0.0624701,0.0729435,-0.06051877,-0.00949071,-0.00115672
0.08765844,-0.06109648,0.07912043,-0.04648764,-0.00958305,-0.00109841
0.09135717,-0.05999124,0.08078583,-0.04271319,-0.00976756,-0.00109069
0.0942848,-0.05916696,0.08161719,-0.04080595,-0.00993413,-0.00108856
0.0974949,-0.05821228,0.08198831,-0.03995341,-0.01013342,-0.00108821
0.10085924,-0.05721679,0.08205839,-0.03973508,-0.01035466,-0.00108945
0.10453965,-0.05611561,0.08231473,-0.039121,-0.01060387,-0.00108996
0.10883146,-0.05474252,0.08271239,-0.03821921,-0.0109008,-0.00108996
0.113591,-0.05309876,0.08397276,-0.03533678,-0.01122053,-0.00108766
0.11743209,-0.05177652,0.08709733,-0.02815236,-0.01144394,-0.0010882
0.12049804,-0.05061297,0.09183724,-0.01717041,-0.01157009,-0.00110726
0.12256529,-0.04956146,0.09794361,-0.00233954,-0.01155446,-0.00116553
0.12620135,-0.04858105,0.08791973,-0.02444813,-0.01206549,-0.00108532
0.12841778,-0.04747506,0.0937385,-0.01077257,-0.01209534,-0.00112019
0.13358651,-0.04411437,0.09389006,-0.00851137,-0.01244701,-0.00110999
0.13649272,-0.03927769,0.05960818,-0.01137724,-0.01146888,-0.00048121
0.14068905,-0.03521629,0.05334521,-0.01516909,-0.01176411,-0.00038265
0.14012274,-0.03279362,0.04794234,0.00344269,-0.01104614,-0.00031117
0.14179736,-0.02951063,0.04086849,-0.0011356,-0.01128501,-0.00021127
0.14279993,-0.02761027,0.04451237,-0.00370949,-0.01157414,-0.0002622
0.14369624,-0.02421037,0.05776547,-0.01144387,-0.01187108,-0.00058712
0.13976085,-0.02009734,0.0381145,0.01587865,-0.01053979,-0.00020456
