-0.10116391,-0.06280411,-5.24036437,7.14008984,0.15756346,-6.3108767
0.28967596,-0.22220278,-13.97718571,-1.80441036,0.31820037,-16.18950997
13.50409668,-3.34953787,-16.37606415,-42.42938652,-67.63253572,-170.14765587
6.41978014,-1.24032898,-1.65117891,-5.1376943,-15.04795771,-2.40424909
2.16655487,-0.44230329,1.91102516,0.03220844,-1.78583166,-0.30619603
1.73719563,-0.71788866,3.00226427,2.51190369,-1.27388159,-1.26297714
0.11841373,-0.45220866,3.28501402,3.20371721,-0.1067271,-1.73746054
-0.08969575,-0.4346343,3.01940873,2.80797525,-0.09925675,-1.40287417
-0.43497825,-0.41315102,2.8487814,2.57740636,-0.15537301,-1.21877751
-0.65858073,-0.39964462,2.85778414,2.66976298,-0.23581158,-1.26220295
-0.71433725,-0.39888411,2.85848141,2.6864255,-0.26210771,-1.2697178
-0.72124304,-0.40103562,2.85160999,2.67659466,-0.26615988,-1.26213545
-0.74680984,-0.39563216,2.87313125,2.72080506,-0.27746759,-1.29184521
-0.71708937,-0.39394581,2.85980174,2.69276544,-0.26195807,-1.27311535
-0.65637375,-0.39489958,2.81389545,2.61511483,-0.23335836,-1.21784443
-0.58741758,-0.39745039,2.76152608,2.54076434,-0.20403805,-1.16238617
-0.53683479,-0.40386414,2.68739181,2.47891681,-0.1855211,-1.10327222
-0.36336277,-0.37686867,1.74164125,1.36569562,-0.12079609,-0.40582333
-0.33338415,-0.37416793,1.70791722,1.28885037,-0.11318747,-0.37968662
-0.20879067,-0.33610492,1.48156923,0.87899301,-0.08126376,-0.24814793
-0.04949244,-0.25976576,0.35195621,-0.54285323,-0.04896598,-0.03717398
-0.06288909,-0.18826659,0.01557356,-0.72688495,-0.03416387,-0.04455964
-0.06945646,-0.18055205,0.02278812,-0.69912578,-0.03303403,-0.04129419
-0.07251543,-0.17469493,0.00427153,-0.71419204,-0.03233131,-0.0429133
-0.0800957,-0.17405874,0.00804185,-0.70602772,-0.03256277,-0.04198264
-0.08028323,-0.16498534,0.01024739,-0.68386669,-0.03096735,-0.03940826
-0.08674114,-0.15807673,0.05242919,-0.57814033,-0.02926668,-0.02858355
-0.09211857,-0.16455797,0.06998023,-0.54011441,-0.02996346,-0.02527745
-0.09613548,-0.17185581,0.09158938,-0.48943148,-0.03051893,-0.02128372
-0.0963027,-0.17325473,0.09303827,-0.48665933,-0.03067929,-0.02108733
-0.09790784,-0.17038873,0.09832752,-0.47156261,-0.03022705,-0.01996599
-0.09771031,-0.17263954,0.10078595,-0.46633053,-0.0304362,-0.01960811
-0.09750805,-0.175551,0.10763143,-0.45035861,-0.03060361,-0.01852368
-0.09707072,-0.17604175,0.10781901,-0.45004737,-0.03063443,-0.01850438
-0.10019927,-0.17370692,0.12010037,-0.41788202,-0.03014377,-0.01642056
-0.09927209,-0.17803101,0.13048825,-0.39296831,-0.03033098,-0.01497571
-0.09800783,-0.1819831,0.14020568,-0.36905204,-0.03046358,-0.01369401
-0.09701592,-0.18316213,0.14075553,-0.36806922,-0.03054436,-0.01364869
-0.09632525,-0.18385933,0.14077444,-0.36823075,-0.0305952,-0.01365971
-0.0955729,-0.18478758,0.14089205,-0.36832429,-0.03067438,-0.01366985
-0.09480485,-0.18571552,0.14093443,-0.36850625,-0.03075328,-0.01368348
-0.0938031,-0.18722818,0.14155448,-0.36755538,-0.03088619,-0.0136433
-0.09286467,-0.18873067,0.14241674,-0.36588528,-0.03101358,-0.01356535
-0.09171284,-0.19071115,0.14370113,-0.36330881,-0.03118539,-0.01344451
-0.09053795,-0.19398544,0.151197,-0.3449798,-0.03134065,-0.01255865
-0.08993416,-0.19496455,0.14909444,-0.35055796,-0.03150991,-0.01283116
-0.08901726,-0.19760592,0.15352176,-0.33983794,-0.03169503,-0.0123341
-0.0886119,-0.20072038,0.1630562,-0.31597409,-0.0318143,-0.01129289
-0.08830999,-0.20215162,0.16550217,-0.30991057,-0.03192358,-0.01104743
-0.08900512,-0.20132841,0.16663842,-0.30574213,-0.03177669,-0.01086627
-0.08898715,-0.20155313,0.16658809,-0.3059387,-0.03181089,-0.01087538
-0.09129645,-0.19685222,0.15949247,-0.30398362,-0.03109803,-0.01051917
